# ['MStar', 'MRate', 'Rdisc', 'cavity_ang', 'incl']
23.36402010 0.00071856 489.64507039 62.84541023 26.55424584
23.36402010 0.00071856 489.64507039 62.84541023 26.55424584
23.36402010 0.00071856 489.64507039 62.84541023 26.55424584
23.38513092 0.00072326 489.68611618 62.70121375 26.59266003
23.38513092 0.00072326 489.68611618 62.70121375 26.59266003
23.38513092 0.00072326 489.68611618 62.70121375 26.59266003
23.38513092 0.00072326 489.68611618 62.70121375 26.59266003
23.38730951 0.00072375 489.69035201 62.68633299 26.59662430
23.38730951 0.00072375 489.69035201 62.68633299 26.59662430
23.38730951 0.00072375 489.69035201 62.68633299 26.59662430
23.38730951 0.00072375 489.69035201 62.68633299 26.59662430
23.38730951 0.00072375 489.69035201 62.68633299 26.59662430
23.34921671 0.00072188 489.85670753 62.84465183 26.57375097
23.34921671 0.00072188 489.85670753 62.84465183 26.57375097
23.34921671 0.00072188 489.85670753 62.84465183 26.57375097
23.34921671 0.00072188 489.85670753 62.84465183 26.57375097
23.34921671 0.00072188 489.85670753 62.84465183 26.57375097
23.34921671 0.00072188 489.85670753 62.84465183 26.57375097
23.34921671 0.00072188 489.85670753 62.84465183 26.57375097
23.34921671 0.00072188 489.85670753 62.84465183 26.57375097
23.34852531 0.00072137 489.84233026 62.85489683 26.56997527
23.34852531 0.00072137 489.84233026 62.85489683 26.56997527
23.34852531 0.00072137 489.84233026 62.85489683 26.56997527
23.34852531 0.00072137 489.84233026 62.85489683 26.56997527
23.30577615 0.00071902 490.01977109 63.03648747 26.54251921
23.30577615 0.00071902 490.01977109 63.03648747 26.54251921
23.30577615 0.00071902 490.01977109 63.03648747 26.54251921
23.33147025 0.00071972 490.01804150 63.02868109 26.52851201
23.33147025 0.00071972 490.01804150 63.02868109 26.52851201
23.32548480 0.00071930 490.11599232 63.08775868 26.51432854
23.31324866 0.00071853 490.19731453 63.15960167 26.50043466
23.36067423 0.00072153 489.88212104 62.88114831 26.55428539
23.36067423 0.00072153 489.88212104 62.88114831 26.55428539
23.36067423 0.00072153 489.88212104 62.88114831 26.55428539
23.36067423 0.00072153 489.88212104 62.88114831 26.55428539
23.36180215 0.00072096 489.84748444 62.88003241 26.55193253
23.36180215 0.00072096 489.84748444 62.88003241 26.55193253
23.36180215 0.00072096 489.84748444 62.88003241 26.55193253
23.36180215 0.00072096 489.84748444 62.88003241 26.55193253
23.36180215 0.00072096 489.84748444 62.88003241 26.55193253
23.36180215 0.00072096 489.84748444 62.88003241 26.55193253
23.36180215 0.00072096 489.84748444 62.88003241 26.55193253
23.36180215 0.00072096 489.84748444 62.88003241 26.55193253
23.36180215 0.00072096 489.84748444 62.88003241 26.55193253
23.26211989 0.00071825 489.86773702 62.93201157 26.59240356
23.26211989 0.00071825 489.86773702 62.93201157 26.59240356
23.26211989 0.00071825 489.86773702 62.93201157 26.59240356
23.26211989 0.00071825 489.86773702 62.93201157 26.59240356
23.26211989 0.00071825 489.86773702 62.93201157 26.59240356
23.26211989 0.00071825 489.86773702 62.93201157 26.59240356
23.26211989 0.00071825 489.86773702 62.93201157 26.59240356
23.26211989 0.00071825 489.86773702 62.93201157 26.59240356
23.26211989 0.00071825 489.86773702 62.93201157 26.59240356
23.26211989 0.00071825 489.86773702 62.93201157 26.59240356
23.26211989 0.00071825 489.86773702 62.93201157 26.59240356
23.26211989 0.00071825 489.86773702 62.93201157 26.59240356
23.26211989 0.00071825 489.86773702 62.93201157 26.59240356
23.26211989 0.00071825 489.86773702 62.93201157 26.59240356
23.21954809 0.00071738 489.96963462 63.00609352 26.59681677
23.21954809 0.00071738 489.96963462 63.00609352 26.59681677
17.86542128 0.00073117 301.04371455 60.49182330 21.30973738
17.93368959 0.00073890 300.18015476 60.42110843 21.24125159
17.92536513 0.00074735 299.34607978 60.50349360 21.10686141
17.92536513 0.00074735 299.34607978 60.50349360 21.10686141
17.92536513 0.00074735 299.34607978 60.50349360 21.10686141
18.03753840 0.00075688 298.24493151 60.36234682 21.04261959
18.05311940 0.00076070 299.01625094 60.27456058 21.05528904
18.05311940 0.00076070 299.01625094 60.27456058 21.05528904
18.19760983 0.00073249 304.84023095 60.65509315 20.66165248
18.30025521 0.00074269 312.01219057 59.64136465 21.03142498
18.30025521 0.00074269 312.01219057 59.64136465 21.03142498
18.29923347 0.00076399 314.08843973 58.74271450 21.48733871
18.37965831 0.00074978 318.14072613 58.28515328 21.81592144
18.37965831 0.00074978 318.14072613 58.28515328 21.81592144
18.37965831 0.00074978 318.14072613 58.28515328 21.81592144
18.19899410 0.00076551 319.18739536 58.24510921 22.08474296
18.19899410 0.00076551 319.18739536 58.24510921 22.08474296
16.96018400 0.00073281 326.86439509 58.13096148 23.51012054
16.79484634 0.00073199 331.83896568 59.24944906 23.35779961
16.44669256 0.00068888 339.90576372 57.28575660 25.16924119
16.44669256 0.00068888 339.90576372 57.28575660 25.16924119
16.81350014 0.00074101 332.03836650 58.57688763 23.76967832
16.81350014 0.00074101 332.03836650 58.57688763 23.76967832
16.81350014 0.00074101 332.03836650 58.57688763 23.76967832
16.81350014 0.00074101 332.03836650 58.57688763 23.76967832
16.96299117 0.00074689 331.34770596 58.58249616 23.64430054
16.96299117 0.00074689 331.34770596 58.58249616 23.64430054
16.96299117 0.00074689 331.34770596 58.58249616 23.64430054
16.96299117 0.00074689 331.34770596 58.58249616 23.64430054
16.96299117 0.00074689 331.34770596 58.58249616 23.64430054
16.96299117 0.00074689 331.34770596 58.58249616 23.64430054
16.96299117 0.00074689 331.34770596 58.58249616 23.64430054
16.87714403 0.00079788 332.77186320 57.89978295 24.14561786
16.87714403 0.00079788 332.77186320 57.89978295 24.14561786
16.87714403 0.00079788 332.77186320 57.89978295 24.14561786
16.63128191 0.00080227 334.19365008 57.56051287 24.81199434
16.63128191 0.00080227 334.19365008 57.56051287 24.81199434
16.05735994 0.00076782 342.88092477 58.33245434 25.24590056
16.05735994 0.00076782 342.88092477 58.33245434 25.24590056
16.05735994 0.00076782 342.88092477 58.33245434 25.24590056
16.05735994 0.00076782 342.88092477 58.33245434 25.24590056
16.05735994 0.00076782 342.88092477 58.33245434 25.24590056
16.05735994 0.00076782 342.88092477 58.33245434 25.24590056
16.05735994 0.00076782 342.88092477 58.33245434 25.24590056
16.05735994 0.00076782 342.88092477 58.33245434 25.24590056
15.66292045 0.00079212 352.76291221 56.24031232 26.77115681
15.66292045 0.00079212 352.76291221 56.24031232 26.77115681
15.66292045 0.00079212 352.76291221 56.24031232 26.77115681
15.66292045 0.00079212 352.76291221 56.24031232 26.77115681
15.66292045 0.00079212 352.76291221 56.24031232 26.77115681
15.66292045 0.00079212 352.76291221 56.24031232 26.77115681
15.66292045 0.00079212 352.76291221 56.24031232 26.77115681
15.44158700 0.00076246 358.58625116 56.25721374 27.14432120
15.44158700 0.00076246 358.58625116 56.25721374 27.14432120
15.44158700 0.00076246 358.58625116 56.25721374 27.14432120
15.44158700 0.00076246 358.58625116 56.25721374 27.14432120
15.44158700 0.00076246 358.58625116 56.25721374 27.14432120
15.44158700 0.00076246 358.58625116 56.25721374 27.14432120
15.44158700 0.00076246 358.58625116 56.25721374 27.14432120
15.44158700 0.00076246 358.58625116 56.25721374 27.14432120
16.01295743 0.00068523 398.88261999 57.90904870 28.40252830
15.96887963 0.00068314 397.87414686 57.85632071 28.39686379
16.50726361 0.00069057 404.50593474 58.04403862 28.34321109
17.95378903 0.00066878 421.83486734 58.60925429 27.98092991
17.95378903 0.00066878 421.83486734 58.60925429 27.98092991
17.47704994 0.00061191 434.57482537 58.00709775 29.41467759
18.43252147 0.00059005 454.44233922 58.16566672 29.86707685
18.43252147 0.00059005 454.44233922 58.16566672 29.86707685
22.34257767 0.00066530 469.19733110 62.46714752 26.06147392
22.34257767 0.00066530 469.19733110 62.46714752 26.06147392
